Interaction_ID,Date,Agent,Issue_Type,Priority,Channel,Response_Time_Minutes,Resolution_Time_Hours,Resolution_Status,FCR,Escalated,Quality_Score,CSAT,Compliance_Score
INT-00564,2025-04-21,Agent_10,Account Blocked,Low,Phone,101.4,23.2,Resolved,Yes,No,84.9,4,84.6
INT-01688,2025-04-21,Agent_18,Login Issue,Medium,Chat,51.6,25.9,Resolved,Yes,No,90.4,4,100.0
INT-03663,2025-04-21,Agent_06,Account Blocked,Low,Chat,66.0,11.4,Resolved,Yes,No,85.5,5,92.7
INT-00801,2025-04-21,Agent_08,Refund Issue,Medium,Chat,27.3,26.6,In Progress,Yes,No,87.1,5,91.7
INT-04374,2025-04-21,Agent_05,Account Blocked,High,Phone,99.2,45.5,Resolved,Yes,No,79.9,5,94.1
INT-02709,2025-04-21,Agent_02,Login Issue,Low,Chat,86.7,37.7,Escalated,Yes,No,76.9,5,93.3
INT-00897,2025-04-21,Agent_04,App Crash,Low,Email,93.4,22.3,Resolved,Yes,No,88.5,5,85.2
INT-00871,2025-04-21,Agent_19,Account Blocked,High,Phone,128.0,47.1,Resolved,Yes,No,80.8,4,98.7
INT-04460,2025-04-21,Agent_02,Payment Issue,Medium,Email,82.7,78.1,Resolved,Yes,No,69.2,3,88.5
INT-03884,2025-04-21,Agent_12,General Inquiry,High,WhatsApp,92.4,39.1,Resolved,Yes,No,87.7,5,100.0
INT-04126,2025-04-21,Agent_11,General Inquiry,Medium,Phone,87.1,24.6,Resolved,Yes,No,88.9,5,92.8
INT-04440,2025-04-21,Agent_03,Payment Issue,Medium,Chat,74.0,64.4,Resolved,Yes,No,75.1,4,84.3
INT-00080,2025-04-21,Agent_15,Account Blocked,Medium,Email,240.0,35.7,Resolved,Yes,No,74.7,3,97.0
INT-01842,2025-04-21,Agent_06,Product Defect,Low,Phone,31.7,42.6,Resolved,Yes,No,81.3,5,88.9
INT-01370,2025-04-21,Agent_10,Payment Issue,Medium,Phone,142.1,48.2,Escalated,Yes,Yes,83.2,4,82.1
INT-01941,2025-04-21,Agent_12,Account Blocked,Medium,WhatsApp,136.3,18.6,Resolved,Yes,No,88.2,4,88.6
INT-01059,2025-04-21,Agent_03,Refund Issue,Medium,Email,103.3,39.9,Resolved,No,No,77.6,5,98.6
INT-03753,2025-04-22,Agent_07,Delivery Delay,High,Chat,96.1,55.4,In Progress,Yes,No,77.7,4,83.3
INT-01273,2025-04-22,Agent_10,Account Blocked,Low,Email,92.4,31.0,Escalated,Yes,No,88.2,5,89.2
INT-02912,2025-04-22,Agent_19,Account Blocked,Critical,Email,83.0,44.8,Resolved,Yes,No,89.7,4,97.8
INT-02688,2025-04-22,Agent_16,General Inquiry,Low,Email,70.2,38.3,Escalated,Yes,No,92.1,5,96.2
INT-00761,2025-04-22,Agent_20,Payment Issue,Low,Phone,51.7,14.1,Resolved,Yes,No,100.0,5,90.6
INT-00917,2025-04-22,Agent_18,Login Issue,Medium,Email,114.0,24.2,Resolved,Yes,No,84.1,4,87.2
INT-00245,2025-04-22,Agent_04,Delivery Delay,Medium,Chat,136.8,43.3,Resolved,Yes,No,72.4,4,84.8
INT-04961,2025-04-22,Agent_02,Payment Issue,Medium,Chat,181.5,44.3,Resolved,Yes,No,75.8,4,92.7
INT-04117,2025-04-22,Agent_15,Product Defect,Critical,Chat,121.9,62.1,Resolved,No,No,77.1,4,92.1
INT-00550,2025-04-22,Agent_18,Refund Issue,Low,Chat,52.9,45.6,Resolved,Yes,No,90.4,5,91.5
INT-02918,2025-04-22,Agent_08,Product Defect,Medium,Email,151.6,85.3,Resolved,No,No,62.3,4,90.1
INT-00272,2025-04-22,Agent_09,Product Defect,High,Phone,123.3,34.4,Resolved,No,No,75.2,4,92.9
INT-04115,2025-04-22,Agent_03,Payment Issue,Medium,Email,43.6,23.4,Resolved,Yes,No,86.0,5,89.6
INT-04316,2025-04-22,Agent_20,General Inquiry,High,Phone,51.6,25.5,Escalated,Yes,Yes,91.8,4,87.7
INT-04236,2025-04-22,Agent_20,App Crash,High,Email,35.2,50.0,Escalated,Yes,Yes,77.7,4,88.7
INT-02499,2025-04-22,Agent_20,Login Issue,High,WhatsApp,60.5,36.3,Resolved,Yes,No,95.4,5,97.1
INT-02568,2025-04-22,Agent_18,Login Issue,Low,Email,60.2,56.3,Resolved,No,No,94.0,5,100.0
INT-04602,2025-04-22,Agent_18,App Crash,Low,Chat,128.2,23.3,Resolved,No,No,81.6,5,93.3
INT-04759,2025-04-22,Agent_20,General Inquiry,Medium,Phone,37.2,26.7,Resolved,Yes,No,100.0,5,95.1
INT-04174,2025-04-22,Agent_19,Refund Issue,Medium,WhatsApp,36.5,55.6,Resolved,Yes,No,85.9,5,93.7
INT-03262,2025-04-23,Agent_11,Login Issue,Critical,Email,95.2,46.3,Resolved,Yes,No,75.6,4,90.9
INT-00956,2025-04-23,Agent_02,Payment Issue,Medium,Chat,170.1,23.0,Resolved,No,No,63.0,3,82.3
INT-03331,2025-04-23,Agent_15,Product Defect,Medium,Phone,235.4,31.4,Resolved,Yes,No,89.4,4,94.8
INT-02617,2025-04-23,Agent_20,Payment Issue,Medium,Email,75.7,46.9,Resolved,Yes,No,100.0,5,98.5
INT-00267,2025-04-23,Agent_16,Account Blocked,Low,Email,85.2,45.0,In Progress,Yes,No,95.3,4,86.6
INT-02953,2025-04-23,Agent_17,Login Issue,High,Phone,100.9,33.7,In Progress,Yes,No,92.1,5,94.8
INT-02760,2025-04-23,Agent_07,Payment Issue,Low,Phone,86.0,21.1,Resolved,Yes,No,83.0,4,92.6
INT-00189,2025-04-23,Agent_20,Account Blocked,High,Phone,62.3,52.0,Resolved,Yes,No,91.4,4,97.3
INT-03181,2025-04-23,Agent_16,Product Defect,Medium,WhatsApp,45.3,26.5,In Progress,Yes,No,89.8,5,95.7
INT-00743,2025-04-23,Agent_10,Refund Issue,Low,Email,48.7,56.4,Resolved,No,No,84.5,4,87.8
INT-00900,2025-04-23,Agent_14,Account Blocked,Medium,Phone,58.7,26.9,Resolved,No,No,88.2,5,93.1
INT-01219,2025-04-23,Agent_17,Login Issue,Medium,WhatsApp,45.5,29.0,Resolved,Yes,No,95.6,5,85.7
INT-04410,2025-04-23,Agent_04,Account Blocked,Critical,Phone,98.2,43.2,Resolved,No,No,71.4,4,86.2
INT-00547,2025-04-23,Agent_02,General Inquiry,Critical,WhatsApp,92.1,46.9,Resolved,Yes,No,82.5,4,82.6
INT-03611,2025-04-23,Agent_12,General Inquiry,High,Phone,162.3,93.1,Resolved,Yes,No,79.3,4,98.6
INT-03469,2025-04-23,Agent_14,General Inquiry,Medium,Phone,113.2,26.8,In Progress,Yes,No,89.3,5,92.3
INT-04881,2025-04-23,Agent_12,Payment Issue,Low,Phone,112.4,26.4,Resolved,Yes,No,80.5,4,92.5
INT-00182,2025-04-23,Agent_15,Refund Issue,Medium,Email,115.9,23.5,Resolved,Yes,No,87.7,4,98.9
INT-04926,2025-04-23,Agent_01,Refund Issue,Medium,Phone,98.6,45.7,Resolved,Yes,No,78.8,4,95.7
INT-04809,2025-04-23,Agent_05,Refund Issue,Critical,Phone,54.1,38.7,Resolved,Yes,No,68.1,4,91.1
INT-02764,2025-04-23,Agent_09,General Inquiry,Medium,Phone,67.9,16.5,Resolved,Yes,No,91.2,5,92.3
INT-04247,2025-04-23,Agent_03,Delivery Delay,Medium,Chat,58.0,37.9,Resolved,Yes,No,71.3,4,90.8
INT-00191,2025-04-23,Agent_15,Login Issue,Low,Chat,56.2,22.8,Escalated,No,No,83.7,5,100.0
INT-00540,2025-04-23,Agent_10,Refund Issue,Medium,Phone,240.0,39.6,Escalated,Yes,Yes,69.1,2,93.1
INT-02789,2025-04-23,Agent_14,Payment Issue,Medium,Email,35.6,61.1,Resolved,Yes,No,80.4,4,100.0
INT-02508,2025-04-23,Agent_19,Payment Issue,Medium,Phone,97.0,27.8,Resolved,Yes,No,84.2,4,87.2
INT-00247,2025-04-23,Agent_11,General Inquiry,Medium,Email,37.2,14.7,Resolved,Yes,No,95.5,5,93.0
INT-04294,2025-04-23,Agent_02,Account Blocked,Medium,Chat,112.7,68.2,Resolved,Yes,No,69.4,3,89.8
INT-00939,2025-04-23,Agent_06,Product Defect,High,WhatsApp,126.1,37.3,In Progress,Yes,No,74.3,5,97.0
INT-00854,2025-04-23,Agent_15,Login Issue,Medium,Email,212.6,58.3,Resolved,Yes,No,83.2,4,88.4
INT-02050,2025-04-23,Agent_12,Login Issue,High,Email,94.4,28.0,Resolved,Yes,No,83.3,4,96.5
INT-00637,2025-04-23,Agent_18,Payment Issue,Low,Phone,75.2,45.3,Resolved,Yes,No,85.5,5,97.3
INT-04501,2025-04-23,Agent_12,General Inquiry,High,Email,63.4,62.8,Resolved,Yes,No,90.0,5,98.4
INT-01649,2025-04-23,Agent_16,Refund Issue,Critical,Phone,55.5,55.2,Resolved,No,No,77.8,5,89.9
INT-04578,2025-04-23,Agent_11,General Inquiry,High,Email,117.1,31.8,Resolved,No,No,73.2,4,86.6
INT-03425,2025-04-23,Agent_18,Account Blocked,Medium,WhatsApp,88.9,37.3,Resolved,Yes,No,80.9,4,90.1
INT-00193,2025-04-23,Agent_12,Payment Issue,Medium,Phone,112.2,40.0,Resolved,Yes,No,89.8,5,94.0
INT-01365,2025-04-23,Agent_08,General Inquiry,Medium,WhatsApp,30.1,46.7,Resolved,Yes,No,84.1,5,89.7
INT-04458,2025-04-23,Agent_19,Login Issue,Low,Phone,21.2,24.0,Resolved,Yes,No,94.6,5,95.0
INT-03436,2025-04-23,Agent_15,Refund Issue,Medium,Phone,81.1,63.0,Escalated,No,No,81.4,4,100.0
INT-03578,2025-04-23,Agent_07,Delivery Delay,High,Chat,153.8,58.5,Escalated,Yes,No,73.9,4,84.7
INT-03126,2025-04-23,Agent_15,Refund Issue,Low,Phone,157.3,32.0,Escalated,No,Yes,70.3,3,85.7
INT-04058,2025-04-23,Agent_05,General Inquiry,Low,Email,105.4,13.8,In Progress,Yes,No,86.7,5,91.4
INT-01993,2025-04-24,Agent_05,Payment Issue,Medium,Phone,61.3,30.1,Resolved,Yes,No,88.5,5,94.0
INT-01220,2025-04-24,Agent_09,Login Issue,Low,Phone,111.9,13.9,In Progress,Yes,No,87.4,5,98.0
INT-03608,2025-04-24,Agent_06,General Inquiry,High,Email,203.4,40.5,Resolved,No,No,76.8,4,91.9
INT-02343,2025-04-24,Agent_12,Login Issue,Low,Phone,65.7,15.7,Resolved,Yes,No,87.7,4,81.8
INT-01834,2025-04-24,Agent_18,Delivery Delay,High,WhatsApp,137.2,38.6,In Progress,Yes,No,86.8,4,98.6
INT-00346,2025-04-24,Agent_01,Delivery Delay,High,WhatsApp,124.5,41.7,Resolved,Yes,No,72.3,4,88.3
INT-04431,2025-04-24,Agent_20,Account Blocked,Medium,Email,36.0,19.5,Resolved,Yes,No,81.4,4,99.9
INT-04515,2025-04-24,Agent_15,Payment Issue,Medium,Chat,93.7,31.9,Resolved,Yes,No,89.3,5,92.1
INT-04288,2025-04-24,Agent_07,Delivery Delay,Medium,Chat,25.9,25.7,Resolved,Yes,No,74.5,5,89.8
INT-03939,2025-04-24,Agent_20,Account Blocked,Critical,Email,139.9,48.6,Escalated,No,Yes,68.9,3,83.9
INT-02610,2025-04-24,Agent_08,App Crash,Critical,Email,63.7,64.2,Escalated,Yes,No,69.5,4,78.5
INT-04071,2025-04-24,Agent_16,General Inquiry,High,Chat,93.6,41.7,Resolved,Yes,No,92.3,5,100.0
INT-00522,2025-04-24,Agent_15,Delivery Delay,Medium,Email,43.5,33.0,In Progress,Yes,No,81.7,5,92.3
INT-04891,2025-04-24,Agent_17,Product Defect,High,Chat,48.0,49.2,Resolved,Yes,No,86.5,4,95.4
INT-02584,2025-04-24,Agent_17,Delivery Delay,Critical,Chat,80.3,91.7,Resolved,No,No,66.4,4,94.5
INT-01187,2025-04-24,Agent_06,Delivery Delay,Medium,Email,110.9,42.0,Resolved,Yes,No,83.8,5,86.6
INT-01594,2025-04-24,Agent_05,Product Defect,Medium,Chat,155.2,19.3,Resolved,Yes,No,81.7,4,91.7
INT-03589,2025-04-24,Agent_01,Login Issue,Medium,Email,68.9,39.5,Resolved,Yes,No,86.4,5,94.4
INT-01303,2025-04-24,Agent_08,Refund Issue,High,Phone,86.6,28.9,In Progress,Yes,No,77.8,5,90.4
INT-00417,2025-04-24,Agent_15,Payment Issue,Low,Phone,59.5,23.0,Resolved,Yes,No,97.0,4,93.9
INT-03696,2025-04-24,Agent_19,Refund Issue,High,Email,64.7,56.2,Resolved,No,No,85.4,4,92.6
INT-02045,2025-04-24,Agent_16,Delivery Delay,High,WhatsApp,68.7,39.5,Resolved,Yes,No,85.7,4,97.7
INT-02995,2025-04-24,Agent_16,Refund Issue,Medium,Email,107.8,28.7,Resolved,Yes,No,79.2,4,93.5
INT-00876,2025-04-25,Agent_10,Product Defect,Medium,Chat,51.9,33.9,Resolved,Yes,No,76.1,5,92.2
INT-01915,2025-04-25,Agent_18,Account Blocked,Medium,WhatsApp,138.1,25.6,Resolved,Yes,No,93.6,4,94.4
INT-01149,2025-04-25,Agent_15,Payment Issue,Medium,Phone,195.7,32.8,Resolved,Yes,No,87.9,4,91.6
INT-00696,2025-04-25,Agent_17,General Inquiry,Medium,Chat,143.4,31.4,Resolved,Yes,No,88.5,4,98.8
INT-01095,2025-04-25,Agent_16,Login Issue,High,Chat,132.3,55.0,In Progress,Yes,No,91.9,5,95.8
INT-02879,2025-04-25,Agent_02,Account Blocked,Low,Chat,91.8,29.3,In Progress,Yes,No,79.8,4,88.1
INT-01599,2025-04-25,Agent_12,Delivery Delay,High,Chat,155.9,38.6,Resolved,Yes,No,76.3,5,86.9
INT-03547,2025-04-25,Agent_13,Payment Issue,Medium,Phone,89.2,47.1,In Progress,Yes,No,95.0,5,91.2
INT-01304,2025-04-25,Agent_03,Delivery Delay,Medium,WhatsApp,71.7,28.2,Resolved,Yes,No,67.5,4,96.0
INT-04097,2025-04-25,Agent_20,Account Blocked,Medium,Phone,38.8,58.6,Resolved,No,No,79.4,5,91.5
INT-04620,2025-04-25,Agent_14,Payment Issue,Low,Email,26.3,19.2,Resolved,Yes,No,89.9,4,92.5
INT-03110,2025-04-25,Agent_05,Product Defect,Medium,Email,66.2,50.4,Resolved,Yes,No,77.2,5,94.2
INT-00800,2025-04-25,Agent_14,Payment Issue,Low,Chat,76.9,39.7,Resolved,Yes,No,87.8,4,95.8
INT-01357,2025-04-25,Agent_04,General Inquiry,Medium,Email,83.9,54.3,Resolved,Yes,No,74.8,4,89.6
INT-01438,2025-04-25,Agent_18,General Inquiry,Low,Email,46.0,10.2,Resolved,Yes,No,100.0,5,99.5
INT-01217,2025-04-25,Agent_20,General Inquiry,Low,Chat,25.8,15.0,Resolved,No,No,100.0,5,97.5
INT-00868,2025-04-25,Agent_19,Delivery Delay,Medium,Phone,143.7,40.3,Resolved,Yes,No,89.5,4,85.8
INT-04283,2025-04-25,Agent_13,App Crash,Medium,Phone,63.3,45.3,In Progress,Yes,No,88.9,5,88.9
INT-00297,2025-04-25,Agent_02,Login Issue,Medium,Email,87.1,44.4,Escalated,Yes,No,77.4,5,91.8
INT-02324,2025-04-25,Agent_12,App Crash,High,Phone,80.0,36.8,Resolved,Yes,No,87.5,5,90.9
INT-02447,2025-04-25,Agent_20,Payment Issue,Medium,Phone,162.3,34.7,Escalated,Yes,Yes,76.5,4,95.9
INT-03995,2025-04-25,Agent_09,General Inquiry,Low,Phone,48.1,9.9,Resolved,Yes,No,86.6,5,96.4
INT-00378,2025-04-25,Agent_17,Login Issue,Medium,Email,95.3,74.6,In Progress,Yes,No,82.9,4,89.9
INT-04804,2025-04-25,Agent_13,General Inquiry,Low,Phone,80.7,32.5,Resolved,Yes,No,100.0,5,92.0
INT-00518,2025-04-25,Agent_09,General Inquiry,Medium,Phone,78.9,42.7,Resolved,Yes,No,94.3,5,87.7
INT-02940,2025-04-26,Agent_13,Payment Issue,Low,Email,55.0,29.1,Resolved,Yes,No,100.0,5,92.3
INT-02300,2025-04-26,Agent_17,Payment Issue,Medium,WhatsApp,91.2,25.0,Resolved,Yes,No,93.1,5,100.0
INT-03850,2025-04-26,Agent_17,Delivery Delay,High,WhatsApp,107.4,93.2,Resolved,Yes,No,80.1,5,95.5
INT-04994,2025-04-26,Agent_20,Account Blocked,Critical,Phone,205.1,61.2,In Progress,No,No,70.9,4,92.2
INT-00212,2025-04-26,Agent_11,Login Issue,Medium,Phone,87.7,45.2,Resolved,Yes,No,86.3,4,93.6
INT-04738,2025-04-26,Agent_17,Product Defect,High,Phone,69.0,48.1,Resolved,No,No,78.9,4,93.3
INT-02763,2025-04-26,Agent_19,Delivery Delay,Medium,Email,175.4,26.9,Escalated,No,Yes,71.7,3,80.4
INT-04077,2025-04-26,Agent_18,App Crash,Medium,Email,79.5,29.2,Resolved,No,No,78.4,4,96.6
INT-00408,2025-04-26,Agent_17,Account Blocked,Medium,Phone,57.2,30.3,Escalated,Yes,No,92.8,5,97.3
INT-02944,2025-04-26,Agent_11,Login Issue,High,Phone,64.8,78.4,In Progress,Yes,No,81.3,4,98.2
INT-04138,2025-04-26,Agent_10,Login Issue,Medium,WhatsApp,30.3,43.2,Escalated,Yes,Yes,80.7,4,87.0
INT-01705,2025-04-26,Agent_14,Login Issue,High,Email,29.8,41.8,In Progress,Yes,No,92.7,5,88.8
INT-04111,2025-04-26,Agent_13,Login Issue,High,Phone,132.4,40.5,Resolved,Yes,No,85.9,4,96.4
INT-03432,2025-04-26,Agent_08,General Inquiry,Critical,Email,63.3,31.5,Escalated,Yes,No,81.0,5,88.1
INT-01810,2025-04-26,Agent_10,App Crash,High,WhatsApp,111.8,51.1,Escalated,Yes,No,88.9,5,89.3
INT-04065,2025-04-26,Agent_08,Payment Issue,Low,WhatsApp,84.9,23.0,Resolved,Yes,No,91.4,5,92.7
INT-04718,2025-04-26,Agent_17,Payment Issue,Low,Phone,97.5,48.1,Resolved,Yes,No,97.7,5,93.8
INT-03042,2025-04-26,Agent_03,Delivery Delay,High,WhatsApp,56.3,36.9,In Progress,Yes,No,74.5,4,92.9
INT-00333,2025-04-26,Agent_20,Payment Issue,Medium,Chat,58.4,25.1,In Progress,No,No,83.1,5,87.6
INT-00167,2025-04-26,Agent_02,Product Defect,Medium,WhatsApp,222.1,46.2,In Progress,No,No,66.1,3,93.7
INT-01443,2025-04-26,Agent_18,App Crash,Medium,Phone,42.6,17.8,In Progress,Yes,No,91.8,5,90.9
INT-02467,2025-04-26,Agent_20,General Inquiry,Medium,Chat,101.3,28.8,Escalated,No,No,82.5,4,97.5
INT-04250,2025-04-26,Agent_17,Product Defect,High,Chat,49.4,65.4,Resolved,Yes,No,82.2,4,95.3
INT-04601,2025-04-26,Agent_03,Login Issue,Medium,Phone,129.8,18.0,Resolved,Yes,No,70.2,5,93.5
INT-00265,2025-04-26,Agent_12,Account Blocked,Medium,Email,19.6,24.4,Escalated,Yes,Yes,77.3,4,91.5
INT-03574,2025-04-26,Agent_11,Product Defect,High,Email,125.6,42.9,Escalated,No,No,69.8,4,87.8
INT-01333,2025-04-27,Agent_02,Payment Issue,Critical,Phone,130.0,51.1,Resolved,No,No,69.8,5,90.9
INT-03882,2025-04-27,Agent_06,Login Issue,Medium,Email,116.3,34.8,Resolved,Yes,No,80.4,4,91.4
INT-00566,2025-04-27,Agent_13,Product Defect,High,WhatsApp,120.1,40.6,Resolved,Yes,No,85.9,5,92.1
INT-00445,2025-04-27,Agent_16,Refund Issue,Low,Phone,51.0,15.9,Resolved,Yes,No,88.4,4,90.3
INT-03352,2025-04-27,Agent_13,App Crash,Low,Chat,65.7,16.2,Resolved,Yes,No,95.2,5,90.9
INT-03531,2025-04-27,Agent_04,App Crash,Medium,WhatsApp,127.7,47.0,Resolved,No,No,71.0,4,92.8
INT-02753,2025-04-27,Agent_09,App Crash,Medium,Phone,52.3,53.5,Escalated,Yes,Yes,71.0,4,95.2
INT-02117,2025-04-27,Agent_02,General Inquiry,Medium,Email,51.1,35.7,Resolved,Yes,No,89.2,5,89.4
INT-00429,2025-04-27,Agent_17,General Inquiry,High,Chat,76.2,36.9,Escalated,Yes,No,89.9,5,89.8
INT-00664,2025-04-27,Agent_14,Account Blocked,Medium,WhatsApp,52.2,47.5,Resolved,Yes,No,87.5,5,90.0
INT-01766,2025-04-27,Agent_07,App Crash,Low,Phone,65.5,20.4,Resolved,Yes,No,87.7,5,87.6
INT-00322,2025-04-27,Agent_16,Login Issue,Medium,Phone,52.9,49.4,Resolved,Yes,No,84.3,5,89.2
INT-00642,2025-04-27,Agent_05,Product Defect,Medium,Chat,77.3,55.6,In Progress,Yes,No,72.4,4,92.4
INT-01000,2025-04-27,Agent_08,Login Issue,Critical,Email,67.8,69.0,Escalated,Yes,Yes,74.7,4,81.3
INT-00675,2025-04-27,Agent_01,Product Defect,Medium,Phone,132.3,69.3,Escalated,Yes,Yes,65.6,3,90.7
INT-02495,2025-04-27,Agent_17,Delivery Delay,Critical,Email,207.9,71.2,Resolved,Yes,No,74.6,4,91.5
INT-01906,2025-04-27,Agent_10,Account Blocked,Medium,Phone,94.1,29.9,Resolved,Yes,No,79.6,5,83.7
INT-02887,2025-04-27,Agent_11,Delivery Delay,High,Chat,96.5,61.1,Escalated,Yes,Yes,64.4,3,90.1
INT-01158,2025-04-27,Agent_09,Refund Issue,Medium,Chat,34.9,46.6,Escalated,Yes,No,79.5,5,96.0
INT-01532,2025-04-27,Agent_10,General Inquiry,High,WhatsApp,54.2,34.3,Escalated,Yes,No,89.1,5,89.4
INT-01435,2025-04-27,Agent_18,Refund Issue,Low,Phone,37.1,66.8,Resolved,No,No,82.0,4,94.5
INT-02405,2025-04-27,Agent_19,Payment Issue,Medium,Email,52.3,65.8,Resolved,Yes,No,95.3,5,89.0
INT-02153,2025-04-27,Agent_03,Delivery Delay,Low,Phone,40.0,24.8,Resolved,Yes,No,76.9,4,84.1
INT-04054,2025-04-27,Agent_17,Delivery Delay,High,Chat,125.0,60.7,Resolved,Yes,No,78.6,4,90.4
INT-03101,2025-04-27,Agent_03,General Inquiry,Medium,Phone,35.1,33.8,Resolved,Yes,No,81.2,5,88.1
INT-04677,2025-04-27,Agent_18,General Inquiry,Medium,Email,71.1,54.4,In Progress,Yes,No,86.9,5,90.6
INT-00012,2025-04-27,Agent_20,Login Issue,Low,WhatsApp,72.6,19.5,Resolved,No,No,95.4,5,96.2
INT-02139,2025-04-27,Agent_08,Account Blocked,Low,Phone,133.6,20.9,Resolved,No,No,74.6,4,95.5
INT-04695,2025-04-28,Agent_18,Delivery Delay,Low,Chat,76.1,24.8,Escalated,Yes,No,88.7,5,93.6
INT-01673,2025-04-28,Agent_02,App Crash,Low,Email,72.3,36.0,Resolved,Yes,No,80.1,4,94.4
INT-02252,2025-04-28,Agent_16,Refund Issue,Medium,Phone,92.8,36.3,Resolved,Yes,No,85.0,5,97.7
INT-01961,2025-04-28,Agent_02,Payment Issue,Low,WhatsApp,80.8,43.2,Resolved,Yes,No,69.3,4,92.7
INT-01415,2025-04-28,Agent_10,Product Defect,Low,Email,23.8,44.6,Resolved,Yes,No,89.4,4,91.3
INT-02591,2025-04-28,Agent_12,Product Defect,Medium,Email,45.4,43.4,In Progress,No,No,79.6,5,91.9
INT-04587,2025-04-28,Agent_04,Login Issue,Medium,Phone,82.4,47.3,Resolved,Yes,No,78.5,4,92.9
INT-03402,2025-04-28,Agent_13,Delivery Delay,Medium,WhatsApp,71.2,27.4,Resolved,Yes,No,90.8,5,95.5
INT-02198,2025-04-28,Agent_01,Login Issue,Critical,Chat,106.0,62.4,Resolved,Yes,No,71.7,4,87.5
INT-04180,2025-04-28,Agent_15,Payment Issue,Low,Email,122.0,48.4,Escalated,No,Yes,69.6,3,87.3
INT-00442,2025-04-28,Agent_15,Refund Issue,Medium,Phone,110.9,46.9,In Progress,Yes,No,86.8,5,92.2
INT-01076,2025-04-28,Agent_16,Delivery Delay,Low,Chat,90.8,32.3,In Progress,Yes,No,85.5,4,99.5
INT-00653,2025-04-28,Agent_10,Delivery Delay,Medium,Phone,20.3,47.8,Resolved,Yes,No,81.1,4,96.4
INT-00666,2025-04-28,Agent_11,Refund Issue,High,Email,129.3,42.9,Resolved,Yes,No,77.4,4,91.3
INT-04310,2025-04-28,Agent_17,Refund Issue,Low,WhatsApp,88.9,62.3,Resolved,Yes,No,83.2,5,94.9
INT-00178,2025-04-28,Agent_17,Payment Issue,Low,Email,111.8,49.6,Escalated,No,No,80.8,5,91.1
INT-00752,2025-04-28,Agent_04,App Crash,Critical,WhatsApp,240.0,55.2,Resolved,Yes,No,68.8,3,86.8
INT-01977,2025-04-28,Agent_15,App Crash,Medium,Email,111.1,38.8,Resolved,Yes,No,87.2,5,94.3
INT-03672,2025-04-28,Agent_20,Product Defect,High,WhatsApp,102.3,58.1,Resolved,Yes,No,87.4,4,92.6
INT-03990,2025-04-28,Agent_04,General Inquiry,Critical,Phone,130.1,32.7,In Progress,Yes,No,84.4,4,87.0
INT-02326,2025-04-28,Agent_02,App Crash,Low,Chat,84.4,76.1,Escalated,Yes,Yes,85.2,4,89.0
INT-04629,2025-04-28,Agent_02,Refund Issue,Medium,Chat,82.5,51.7,Resolved,No,No,71.1,4,97.3
INT-03527,2025-04-28,Agent_13,General Inquiry,High,Email,53.0,30.8,Resolved,Yes,No,81.6,4,94.4
INT-03345,2025-04-28,Agent_20,Payment Issue,Medium,WhatsApp,24.4,43.0,Resolved,Yes,No,90.5,5,95.7
INT-02185,2025-04-28,Agent_02,Login Issue,Medium,Phone,51.4,49.8,Resolved,Yes,No,70.5,4,85.6
INT-02767,2025-04-28,Agent_05,Product Defect,Medium,Chat,89.4,19.1,In Progress,Yes,No,76.4,4,94.5
INT-01194,2025-04-28,Agent_15,Login Issue,Low,Phone,90.0,15.2,Resolved,Yes,No,92.6,5,93.0
INT-00706,2025-04-28,Agent_01,Refund Issue,High,Phone,63.2,34.0,Escalated,Yes,No,67.1,4,95.4
INT-02791,2025-04-28,Agent_03,Payment Issue,Medium,Email,112.6,21.9,Resolved,Yes,No,87.5,4,92.0
INT-04968,2025-04-28,Agent_01,Payment Issue,Critical,WhatsApp,111.4,47.6,Resolved,Yes,No,74.1,4,85.2
INT-00805,2025-04-28,Agent_05,Account Blocked,High,Phone,110.4,48.0,In Progress,Yes,No,76.2,4,90.5
INT-00938,2025-04-28,Agent_20,General Inquiry,Low,Phone,113.0,23.6,Resolved,Yes,No,95.7,5,90.2
INT-00952,2025-04-28,Agent_20,General Inquiry,Medium,Phone,28.5,26.3,Resolved,Yes,No,100.0,5,95.2
INT-03825,2025-04-28,Agent_08,Delivery Delay,Medium,Phone,49.9,42.8,Resolved,Yes,No,86.2,5,92.5
INT-02657,2025-04-28,Agent_20,Login Issue,High,Phone,52.5,26.5,Escalated,No,Yes,86.6,4,89.7
INT-02196,2025-04-29,Agent_19,Login Issue,Medium,Email,61.3,40.4,Resolved,Yes,No,90.1,5,95.8
INT-03859,2025-04-29,Agent_06,Refund Issue,Low,Email,102.8,32.3,In Progress,Yes,No,89.5,5,100.0
INT-02231,2025-04-29,Agent_18,Delivery Delay,Critical,Chat,181.4,58.2,Resolved,No,No,63.9,4,92.0
INT-03710,2025-04-29,Agent_13,App Crash,Low,Phone,134.9,50.3,Resolved,Yes,No,87.7,5,99.9
INT-03147,2025-04-29,Agent_16,Product Defect,Medium,Phone,72.0,43.4,Resolved,Yes,No,88.9,5,96.1
INT-03904,2025-04-29,Agent_06,App Crash,Critical,Phone,140.0,66.1,Escalated,No,Yes,63.9,3,81.5
INT-03020,2025-04-29,Agent_04,Payment Issue,Medium,Email,47.0,34.8,In Progress,Yes,No,69.9,4,84.1
